text,page,bbox,font_size,font_name,font_flags,page_height,page_width,block_index,total_blocks,relative_position,font_size_z_score,font_size_percentile,is_largest_font,is_common_font_size,font_size_deviation,is_first_page,is_last_page,page_position_normalized,prev_font_size_diff,prev_text_length,prev_page_diff,next_font_size_diff,next_text_length,next_page_diff,text_length_z_score,is_short_text,is_medium_text,is_long_text,title_score,h1_score,h2_score,h3_score,heading_likelihood,heuristic_class,heuristic_confidence,block_width,block_height,aspect_ratio,sentence_count,avg_sentence_length,word_count,avg_word_length,unique_word_ratio,char_count,alpha_ratio,digit_ratio,punct_ratio,space_ratio,stopword_ratio,bigram_diversity,starts_with_number,ends_with_punct,has_colon,parentheses_count,quote_count,flesch_score,heading_rank,heading_percentile,preliminary_label,label,source_file
Clear target geographic area,7,"(77.25, 425.31884765625, 192.12977600097656, 450.2568359375)",11.0,ArialMT,0,842.0,596.0,45,131,0.3435114503816794,-0.10854329464508607,0.9083969465648855,False,True,0.0,False,False,0.5051292727508907,0.0,72,0,0.0,64,0,-0.8851256085624464,False,True,False,0,0,0.0,0.0,0.0,Title,0.0,114.87977600097656,24.93798828125,4.606617611066513,1,4.0,4,6.25,1.0,28,0.8928571428571429,0.0,0.0,0.10714285714285714,0.0,1.0,False,False,False,0,0,0.0,97,0.26717557251908397,Paragraph,H3,f2558b421c2bbdec48e576c09dbc08ddc9f1c4a5.pdf
Synergy with domain experts and humanitarian actors in the field,7,"(227.25, 425.31884765625, 351.2958679199219, 462.90576171875)",11.0,ArialMT,0,842.0,596.0,46,131,0.3511450381679389,-0.10854329464508607,0.9083969465648855,False,True,0.0,False,False,0.5051292727508907,0.0,28,0,0.0,37,0,-0.7651723808840506,False,True,False,0,0,0.0,0.0,0.0,Title,0.0,124.04586791992188,37.5869140625,3.3002408155576917,1,10.0,10,5.5,1.0,64,0.859375,0.0,0.0,0.140625,0.4,1.0,False,False,False,0,0,0.0,98,0.2595419847328244,Paragraph,H3,f2558b421c2bbdec48e576c09dbc08ddc9f1c4a5.pdf
Ability to inform response activities,7,"(377.25, 425.31884765625, 500.6625061035156, 452.15380859375)",11.0,ArialMT,0,842.0,596.0,47,131,0.35877862595419846,-0.10854329464508607,0.9083969465648855,False,True,0.0,False,False,0.5051292727508907,0.0,64,0,0.0,46,0,-0.8551373016428474,False,True,False,0,0,0.0,0.0,0.0,Title,0.0,123.41250610351562,26.8349609375,4.598944876087194,1,5.0,5,6.6,1.0,37,0.8918918918918919,0.0,0.0,0.10810810810810811,0.2,1.0,False,False,False,0,0,0.0,99,0.25190839694656486,Paragraph,H3,f2558b421c2bbdec48e576c09dbc08ddc9f1c4a5.pdf
Existence of previous models and/or literature,7,"(77.25, 474.515625, 192.72967529296875, 499.45361328125)",11.0,ArialMT,0,842.0,596.0,48,131,0.366412213740458,-0.10854329464508607,0.9083969465648855,False,True,0.0,False,False,0.5635577494061758,0.0,37,0,0.0,16,0,-0.8251489947232484,False,True,False,0,1,0.5,0.0,1.0,H1,0.6666666666666666,115.47967529296875,24.93798828125,4.630673252011826,1,6.0,6,6.833333333333333,1.0,46,0.8695652173913043,0.0,0.0,0.10869565217391304,0.16666666666666666,1.0,False,False,False,0,0,0.0,83,0.37404580152671757,Paragraph,H3,f2558b421c2bbdec48e576c09dbc08ddc9f1c4a5.pdf
Potential impact,7,"(377.25, 474.515625, 455.4606628417969, 486.8046875)",11.0,ArialMT,0,842.0,596.0,49,131,0.37404580152671757,-0.10854329464508607,0.9083969465648855,False,True,0.0,False,False,0.5635577494061758,0.0,46,0,0.0,146,0,-0.9251100177885784,False,True,False,0,0,0.0,0.0,0.0,Title,0.0,78.21066284179688,12.2890625,6.364249741735537,1,2.0,2,7.5,1.0,16,0.9375,0.0,0.0,0.0625,0.0,1.0,False,False,False,0,0,0.0,100,0.24427480916030533,Paragraph,H3,f2558b421c2bbdec48e576c09dbc08ddc9f1c4a5.pdf
Feasibility criteria The following criteria help determine whether it is feasible to model a specific problem space using complex systems methods:,7,"(72.0, 520.35986328125, 520.46044921875, 561.7412109375)",11.0,ArialMT,0,842.0,596.0,50,131,0.3816793893129771,-0.10854329464508607,0.9083969465648855,False,True,0.0,False,False,0.6180045882200119,0.0,16,0,0.0,912,0,-0.49194558450548226,False,True,False,0,0,0.0,0.0,0.0,Title,0.0,448.46044921875,41.38134765625,10.837260616644445,1,21.0,21,6.0,0.9523809523809523,146,0.8561643835616438,0.0,0.00684931506849315,0.136986301369863,0.22727272727272727,1.0,False,True,True,0,0,0.0,101,0.2366412213740458,Paragraph,Paragraph,f2558b421c2bbdec48e576c09dbc08ddc9f1c4a5.pdf
"- Clear goals and outputs: The possibility to develop a model depends on clearly specified goals and outputs. This translates into defining: a) what the applications of the model should be; b) what exactly the model should predict/monitor dynamically; c) how confident one is that this/these variable(s) adequately reflect the type of humanitarian need one wants to address through intervention. Model development will be a challenge if any of these points is underspecified. - Clear target geographic area: Successful model development requires the identification of a specific target geographical area (at least for initial iterations of model development). This criterion is specific to applications of complex systems modeling to humanitarian crises, where drivers may be highly specific from crisis to crisis, and domain knowledge on the context will be necessary to develop a plausible model of the crisis.",7,"(90.0, 578.54443359375, 520.4514770507812, 750.8427734375)",11.0,ArialMT,0,842.0,596.0,51,131,0.3893129770992366,-0.10854329464508607,0.9083969465648855,False,True,0.0,False,False,0.6871074033179929,0.0,146,0,0.0,268,1,2.060392537762607,False,False,True,0,2,0.5,0.0,2.0,H1,0.8,430.45147705078125,172.29833984375,2.498291495095886,5,27.6,138,5.615942028985507,0.6594202898550725,912,0.8245614035087719,0.0,0.013157894736842105,0.15021929824561403,0.3670886075949367,0.910828025477707,False,True,True,7,0,0.0,44,0.6717557251908397,H3,Paragraph,f2558b421c2bbdec48e576c09dbc08ddc9f1c4a5.pdf
- Existence of previous models and/or literature: The existence of literature on systems modeling for the problem space of interest supports (but is not essential to) the feasibility of modeling. Existing work can provide a robust starting point for model development.,8,"(90.0, 72.35986328125, 519.8045043945312, 128.28759765625)",11.0,ArialMT,0,842.0,596.0,52,131,0.3969465648854962,-0.10854329464508607,0.9083969465648855,False,True,0.0,False,False,0.08593807990647269,0.0,912,1,0.0,156,0,-0.08543742403980743,False,True,False,2,4,1.0,0.0,4.0,H1,0.5714285714285714,429.80450439453125,55.927734375,7.6849975990920205,2,20.5,41,5.560975609756097,0.8780487804878049,268,0.8246268656716418,0.0,0.011194029850746268,0.14925373134328357,0.34782608695652173,0.9777777777777777,False,True,True,2,0,0.0,17,0.8778625954198473,H1,Paragraph,f2558b421c2bbdec48e576c09dbc08ddc9f1c4a5.pdf
Viability criteria The following criteria help determine whether model development is viable within the constraints posed by the specific target context(s):,8,"(72.0, 145.09130859375, 481.9822998046875, 186.47265625)",11.0,ArialMT,0,842.0,596.0,53,131,0.40458015267175573,-0.10854329464508607,0.9083969465648855,False,True,0.0,False,False,0.17231746863865796,0.0,268,0,0.0,1522,0,-0.4586252434837056,False,True,False,2,1,0.0,0.0,2.0,Title,0.6666666666666666,409.9822998046875,41.38134765625,9.90741778664055,1,21.0,21,6.476190476190476,0.9047619047619048,156,0.8525641025641025,0.0,0.00641025641025641,0.1282051282051282,0.24,1.0,False,True,True,2,0,0.0,45,0.6641221374045801,H3,Paragraph,f2558b421c2bbdec48e576c09dbc08ddc9f1c4a5.pdf
"- Data availability: A core aspect to consider is whether sufficient data are available to support validation and estimation of a model. Data availability (especially historical data) is often a challenge in countries with humanitarian operations. The lack of data can jeopardize the possibility to build reliable predictive tools2’3. Nevertheless, developing the conceptual component of a model may bring value by fostering trust and synergy between stakeholders, even when quantitative model estimation is not possible. Imperfect proxies or imputed data may also be sufficient in contexts when the focus is not on maximizing the accuracy of pointwise prediction of a certain variable at each time point (e.g., daily numbers of cases in an epidemic), but on projecting holistic scenarios and trends (e.g., when and whether the number of cases is expected to rise significantly). - Synergy with domain experts and actors in the field: Receiving an explicit endorsement and establishing strong partnerships with domain experts and actors in the field is another key condition for model development to be viable. Although this is the case for many predictive modeling efforts, it is especially important for complex systems modeling. In order to identify direct and indirect drivers of humanitarian needs, formulate hypotheses on how these drivers interact, and best tailor the model to its intended applications, modelers need to rely on knowledge provided by domain experts, decision makers and actors close to operations.",8,"(90.0, 203.27587890625, 521.0537719726562, 477.3984375)",11.0,ArialMT,0,842.0,596.0,54,131,0.4122137404580153,-0.10854329464508607,0.9083969465648855,False,True,0.0,False,False,0.24142028373663896,0.0,156,0,0.0,159,0,4.092933340090981,False,False,True,0,2,0.5,0.0,2.0,H1,0.8,431.05377197265625,274.12255859375,1.5724855852213115,8,29.0,232,5.564655172413793,0.6508620689655172,1522,0.8252299605781866,0.001314060446780552,0.01576872536136662,0.15177398160315375,0.3423076923076923,0.9305019305019305,False,True,True,6,0,0.0,46,0.6564885496183206,H3,Paragraph,f2558b421c2bbdec48e576c09dbc08ddc9f1c4a5.pdf
Desirability criteria The following criteria help assess whether it is desirable to model a specific problem space through complex systems modeling techniques:,8,"(72.0, 494.201171875, 512.511474609375, 535.58349609375)",11.0,ArialMT,0,842.0,596.0,55,131,0.4198473282442748,-0.10854329464508607,0.9083969465648855,False,True,0.0,False,False,0.5869372587589073,0.0,1522,0,0.0,877,0,-0.4486291411771726,False,True,False,0,0,0.0,0.0,0.0,Title,0.0,440.511474609375,41.38232421875,10.644918644027799,1,22.0,22,6.2727272727272725,0.9545454545454546,159,0.8616352201257862,0.0,0.006289308176100629,0.1320754716981132,0.2608695652173913,1.0,False,True,True,0,0,0.0,102,0.22900763358778625,Paragraph,Paragraph,f2558b421c2bbdec48e576c09dbc08ddc9f1c4a5.pdf
"- Complexity of the problem space: It is essential to consider whether the target problem space displays complex systems characteristics, which can only be captured through dynamic and causal modeling strategies, or whether traditional non-dynamic and non-causal predictive models may yield comparable insights. Preliminary data analyses may help clarify this point. This is a general criterion that applies to complex systems modeling beyond humanitarian settings. - Ability to inform response activities: Complex systems models can be used to simply test hypotheses on the structure of causal drivers of a crisis, but their impact on humanitarian response may be significantly larger if they can directly provide decision makers with a tool to test and evaluate the potential consequences of different types of response activities. Considering whether a problem space affords",8,"(90.0, 552.38623046875, 522.8344116210938, 710.138671875)",11.0,ArialMT,0,842.0,596.0,56,131,0.42748091603053434,-0.10854329464508607,0.9083969465648855,False,True,0.0,False,False,0.6560406537633611,0.0,159,0,-3.0,282,0,1.9437713441863889,False,False,True,0,1,0.0,0.0,1.0,H1,1.0,432.83441162109375,157.75244140625,2.7437572931530254,5,25.8,129,5.8062015503875966,0.689922480620155,877,0.8392246294184721,0.0,0.010262257696693273,0.1459521094640821,0.3188405797101449,0.9635036496350365,False,False,True,0,0,0.0,84,0.366412213740458,Paragraph,Paragraph,f2558b421c2bbdec48e576c09dbc08ddc9f1c4a5.pdf
"2 See Bodanac, Nicholas, Predictive Analytics for Anticipatory Action: Challenges and Opportunities, p. 12. Available here: https://data.humdata.org/dataset/2048a947-5714-4220-905b-e662cbcd14c8/resource/89546fb6-b130-4189-9da9-c962053e729 f/download/pa_2020_fellow_report_final.pdf.",8,"(72.0, 721.1195068359375, 522.1337890625, 751.4912109375)",8.0,ArialMT,0,842.0,596.0,57,131,0.4351145038167939,-1.5304604544957152,0.08396946564885496,False,False,3.0,False,False,0.8564364689262915,-3.0,877,0,0.0,165,0,-0.038788946609320155,False,True,False,0,0,0.0,0.0,0.0,Title,0.0,450.1337890625,30.3717041015625,14.820827555716324,2,9.0,18,14.722222222222221,1.0,282,0.6312056737588653,0.1950354609929078,0.0425531914893617,0.06028368794326241,0.11538461538461539,1.0,True,True,True,0,0,0.0,103,0.22137404580152673,Paragraph,Paragraph,f2558b421c2bbdec48e576c09dbc08ddc9f1c4a5.pdf
"3 See Centre for Humanitarian Data: State of Open Humanitarian Data 2021, p. 21. Available here: https://centre.humdata.org/the-state-of-open-humanitarian-data-2021/",8,"(72.0, 748.7171630859375, 419.27716064453125, 769.8896484375)",8.0,ArialMT,0,842.0,596.0,58,131,0.44274809160305345,-1.5304604544957152,0.08396946564885496,False,False,3.0,False,False,0.8892127827623961,0.0,282,0,3.0,636,1,-0.4286369365641067,False,True,False,0,0,0.0,0.0,0.0,Title,0.0,347.27716064453125,21.1724853515625,16.402286027270893,2,8.5,17,8.764705882352942,0.9411764705882353,165,0.7272727272727273,0.06666666666666667,0.048484848484848485,0.09696969696969697,0.13636363636363635,0.9523809523809523,True,False,True,0,0,0.0,104,0.21374045801526717,Paragraph,Paragraph,f2558b421c2bbdec48e576c09dbc08ddc9f1c4a5.pdf
"similar applications (and assessing whether decision makers in the target context are open to deploying such a tool) is key to understanding whether the practical benefits justify the time and resources required to develop and validate a complex systems model. - Potential impact: It is important to consider whether the trade-off between resources required to develop a model and its overall impact on the context of focus is sustainable. Relatedly, it may be worth considering how likely it is that the model could be re-used for and adapted to other geographical areas, which could support impact beyond the initial context of focus.",9,"(90.0, 72.35986328125, 522.631591796875, 201.01904296875)",11.0,ArialMT,0,842.0,596.0,59,131,0.45038167938931295,-0.10854329464508607,0.9083969465648855,False,True,0.0,False,False,0.08593807990647269,3.0,165,1,5.0,45,1,1.1407511255615723,False,False,True,2,1,0.0,0.0,2.0,Title,0.6666666666666666,432.631591796875,128.6591796875,3.3626173651012925,3,34.0,102,5.245098039215686,0.6862745098039216,636,0.8238993710691824,0.0,0.009433962264150943,0.15880503144654087,0.39090909090909093,0.9357798165137615,False,True,True,2,0,0.0,47,0.648854961832061,H3,Paragraph,f2558b421c2bbdec48e576c09dbc08ddc9f1c4a5.pdf
IV. How is a complex systems model developed?,10,"(72.0, 72.5234375, 442.12542724609375, 90.3984375)",16.0,Arial-BoldMT,16,842.0,596.0,60,131,0.4580152671755725,2.261318638439296,0.9770992366412213,False,False,5.0,False,False,0.08613234857482185,5.0,636,1,-5.0,264,0,-0.8284810288254262,False,True,False,6,7,0.0,0.0,7.0,H1,0.5384615384615384,370.12542724609375,17.875,20.706317608173077,2,4.0,8,4.75,1.0,45,0.8,0.0,0.044444444444444446,0.15555555555555556,0.3,1.0,False,True,False,0,0,1.8500000000000227,8,0.9465648854961832,H1,H1,f2558b421c2bbdec48e576c09dbc08ddc9f1c4a5.pdf
There are a number of modeling techniques that are designed to understand complex systems (see Figure 2 below for more detail). The goals and constraints of the specific problem of interest determine which modeling technique is most appropriate in a given context.,10,"(72.0, 97.51806640625, 491.1551208496094, 153.44580078125)",11.0,ArialMT,0,842.0,596.0,61,131,0.46564885496183206,-0.10854329464508607,0.9083969465648855,False,True,0.0,False,False,0.11581718100504751,-5.0,45,0,0.0,457,0,-0.09876556044851807,False,True,False,2,2,0.5,0.0,2.0,Title,0.4444444444444444,419.1551208496094,55.927734375,7.494584315522961,2,21.0,42,5.309523809523809,0.8809523809523809,264,0.8257575757575758,0.003787878787878788,0.007575757575757576,0.1553030303030303,0.43478260869565216,1.0,False,True,False,2,0,0.0,48,0.6412213740458015,H3,Paragraph,f2558b421c2bbdec48e576c09dbc08ddc9f1c4a5.pdf
